UHJpbmNlIE8zIExlZ2FjeSAxMDU=,105,10.4,67,27.25,25
UHJpbmNlIE8zIExlZ2FjeSAxMTA=,110,10.1,73,27.25,27
UHJpbmNlIE8zIExlZ2FjeSAxMjA=,120,9.7,72,27.25,29
UHJpbmNlIFRleHRyZW1lIFByZW1pZXIgMTA1,105,10.4,68,27.25,25
UHJpbmNlIFRleHRyZW1lIFdhcnJpb3IgMTAw,100,11.14,66,27.0,25
UHJpbmNlIFRleHRyZW1lIFdhcnJpb3IgMTAwVA==,100,10.3,65,27.0,24
UHJpbmNlIFRleHRyZW1lIFdhcnJpb3IgMTAwTA==,100,9.6,65,27.0,24
UHJpbmNlIFRleHRyZW1lIFdhcnJpb3IgMTA3,107,11.2,67,27.0,27
UHJpbmNlIE9yaWdpbmFsIEdyYXBoaXRlIDEwNw==,107,12.9,64,27.0,18
UHJpbmNlIENUUyBTeW5lcmd5IERCMjY=,97,12.2,65,27.0,24
UHJvS2VubmV4IEJsYWNrIEFjZSAoMzAwKQ==,100,11.2,55,27.0,21
UHJvS2VubmV4IEJsYWNrIEFjZSAoMzE1KQ==,100,11.8,56,27.0,21
UHJvS2VubmV4IEtpIDEwICgzMDUp,100,11.4,69,27.0,25
UHJvS2VubmV4IEtpIDE1ICgyNjAp,105,9.6,70,27.5,24
UHJvS2VubmV4IEtpIDE1ICgzMDAp,105,11.1,70,27.5,24
UHJvS2VubmV4IEtpIFErIFRvdXIgUHJvICgzMjUp,98,12.0,64,27.0,19
UHJvS2VubmV4IEtpIFErIFRvdXIgUHJvICgzMTUp,98,11.7,64,27.0,19
UHJvS2VubmV4IEtpIFErIFRvdXI=,98,11.1,63,27.0,19
UHJvS2VubmV4IEtpIFErIDU=,100,10.8,67,27.0,21
UHJvS2VubmV4IEtpIFErIDVYIFBybw==,100,11.5,67,27.5,21
UHJvS2VubmV4IEtpIFErIDUgUHJv,100,11.5,67,27.0,21
UHJvS2VubmV4IEtpIFErIDE1,105,10.6,72,27.5,26
UHJvS2VubmV4IEtpIFErIDE1IExpZ2h0,105,9.7,72,27.5,26
UHJvS2VubmV4IEtpIFErIDMw,119,9.7,72,27.5,28
UHJvS2VubmV4IEtpbmV0aWMgUHJvIDdH,100,11.7,66,27.5,0
UHJvS2VubmV4IEtpbmV0aWMgUHJvIDVHIENsYXNzaWM=,100,11.7,65,27.0,0
UHJvS2VubmV4IEhlcml0YWdlIFR5cGUgQzk4IFJlZG9uZG8gTVA=,98,12.1,57,27.0,20
V2lsc29uIFBybyBTdGFmZiA5NyB2MTM=,97,11.7,66,27.0,21
V2lsc29uIFBybyBTdGFmZiBSRjk3IHYxMw==,97,12.6,68,27.0,21
V2lsc29uIFBybyBTdGFmZiA5N0wgdjEz,97,10.8,69,27.0,23
V2lsc29uIFBybyBTdGFmZiA5N1VMIHYxMw==,97,10.0,66,27.0,23
V2lsc29uIFBybyBTdGFmZiBUZWFt,100,10.5,71,27.0,23
V2lsc29uIEJsYWRlIFNXMTAyIEF1dG9ncmFwaA==,102,11.4,69,28.0,22
V2lsc29uIEJsYWRlIDk4IDE2eDE5IHY3,98,11.4,62,27.0,21
V2lsc29uIEJsYWRlIDk4IDE4eDIwIHY3,98,11.4,62,27.0,21
V2lsc29uIEJsYWRlIDEwNCB2Nw==,104,10.8,60,27.5,22
V2lsc29uIEJsYWRlIDEwMEwgdjc=,100,10.6,69,27.0,22
V2lsc29uIENsYXNoIDEwMA==,100,11.0,55,27.0,24
V2lsc29uIENsYXNoIDEwMCBSb2xhbmQgR2Fycm9z,100,11.0,55,27.0,24
V2lsc29uIENsYXNoIDEwMCBUb3Vy,100,11.5,55,27.0,24
V2lsc29uIENsYXNoIDk4,98,11.5,55,27.0,24
V2lsc29uIENsYXNoIDEwMEw=,100,10.3,54,27.0,24
V2lsc29uIENsYXNoIDEwMFVM,100,9.9,60,27.0,24
V2lsc29uIENsYXNoIDEwOA==,108,10.4,56,27.25,24
V2lsc29uIFVsdHJhIDEwMEwgdjM=,100,10.4,68,27.0,26
V2lsc29uIFVsdHJhIDEwMCB2Mw==,100,11.2,73,27.0,26
V2lsc29uIFVsdHJhIDEwMFVMIHYz,100,9.6,68,27.0,26
V2lsc29uIFVsdHJhIDEwOCB2Mw==,108,10.0,69,27.25,27
V2lsc29uIEJ1cm4gMTAwIHY0,100,11.2,71,27.0,25
V2lsc29uIEJ1cm4gMTAwUyB2NA==,100,11.2,72,27.0,25
V2lsc29uIEJ1cm4gMTAwTFMgdjQ=,100,10.5,71,27.0,25
V2lsc29uIEJ1cm4gMTAwVUxTIHY0,100,9.7,67,27.0,25
V2lsc29uIG5Qcm8gT3Blbg==,100,11.2,67,27.0,26
V2lsc29uIEh5cGVyIEhhbW1lciA1LjMgU3RyZXRjaCBPUw==,110,9.0,70,27.5,25
V2lsc29uIEsgRmFjdG9yIEtaZXJv,118,9.1,70,27.5,0
